ID Clients;Numero de compte;Identifiant operation;Type de transaction;Status operation;Localisation;Date;Montant;Target
548;85854.0;TR109/0164;Paiement électronique;Validé;Dakar;2024-09-01 09:30:00;25000.0;Normal
1014;851041.0;TR205/00063;Paiement en ligne;Validé;Saint Louis;2024-09-01 09:30:00;85000.0;Normal
1010;851001.0;TR204/00107;Paiement électronique;Echoué;Fatick;2024-09-01 09:15:00;175000.0;Suspect
545;85455.0;TR108/00149;Paiement en ligne;Validé;Dakar;2024-09-01 09:15:00;60000.0;Normal
1032;851023.0;TR215/0164;ATM;Validé;Ziguinchor;2024-09-01 09:00:00;40000.0;Normal
547;85457.0;TR109/0053;Paiement électronique;Validé;Ziguinchor;2024-09-01 08:50:00;40000.0;Suspect
548;85854.0;TR109/0062;Paiement électronique;Validé;Ziguinchor;2024-09-01 08:50:00;35000.0;Suspect
1004;851040.0;TR202/00071;ATM;Validé;Tambacounda;2024-09-01 08:42:00;5000.0;Normal
544;85254.0;TR107/0067;Paiement électronique;En attente;Kaolack;2024-09-01 08:00:00;90000.0;Normal
521;85252.0;TR9/00143;Paiement électronique;En attente;Tambacounda;2024-09-01 08:00:00;220000.0;Normal
1015;855101.0;TR205/00130;Paiement en ligne;Validé;Kaolack;2024-09-01 05:30:00;90000.0;Normal
1014;851041.0;TR205/00129;ATM;Validé;Saint Louis;2024-09-01 05:00:00;7000.0;Normal
1013;851301.0;TR205/00128;Paiement électronique;Validé;Thiès;2024-09-01 04:30:00;210000.0;Normal
534;85453.0;TR102/08-31-24;Paiement en ligne;Validé;Ziguinchor;2024-08-31 21:00:00;220000.0;Normal
529;85259.0;TR111/0100;Paiement en ligne;Validé;Richard Toll;2024-08-31 17:00:00;300000.0;Normal
522;85252.0;TR9/00142;Paiement en ligne;Validé;Thiès;2024-08-31 17:00:00;35000.0;Normal
546;85654.0;TR108/00148;ATM;Validé;Tambacounda;2024-08-31 16:45:00;100000.0;Normal
529;85259.0;TR111/0128;Paiement électronique;Validé;Saint Louis;2024-08-31 16:30:00;800000.0;Normal
529;85259.0;TR111/0090;Paiement en ligne;Validé;Richard Toll;2024-08-31 15:45:00;400000.0;Normal
530;85053.0;TR111/0105;Paiement en ligne;Validé;Fatick;2024-08-31 15:30:00;500000.0;Normal
1010;851001.0;TR204/00051;ATM;Validé;Dakar;2024-08-31 14:00:00;4000.0;Normal
530;85053.0;TR111/0061;Paiement électronique;Validé;Kaffrine;2024-08-31 13:45:00;300000.0;Normal
529;85259.0;TR111/0136;Paiement en ligne;Validé;Thiès;2024-08-31 13:45:00;700000.0;Normal
1008;851080.0;TR204/00150;Paiement électronique;Echoué;Kaolack;2024-08-31 13:30:00;50000.0;Fraude
530;85053.0;TR111/0031;Paiement électronique;Validé;Kédougou;2024-08-31 13:20:00;500000.0;Normal
533;85353.0;TR102/08-31-24;Paiement électronique;En attente;Thiès;2024-08-31 12:55:00;250000.0;Suspect
529;85259.0;TR111/0140;Paiement en ligne;Validé;Thiès;2024-08-31 12:30:00;800000.0;Normal
530;85053.0;TR111/0095;Paiement en ligne;Validé;Fatick;2024-08-31 12:15:00;450000.0;Normal
521;85251.0;TR9/00141;ATM;Validé;Dakar;2024-08-31 12:00:00;18000.0;Normal
547;85457.0;TR109/0104;Paiement électronique;Echoué;Tambacounda;2024-08-31 11:50:00;42000.0;Normal
548;85854.0;TR109/0113;Paiement électronique;Echoué;Tambacounda;2024-08-31 11:50:00;38000.0;Normal
1033;851033.0;TR215/0143;ATM;Validé;Tivaouane;2024-08-31 11:30:00;40000.0;Normal
530;85053.0;TR111/0138;Paiement en ligne;Validé;Kaolack;2024-08-31 10:45:00;750000.0;Normal
1006;851060.0;TR203/0108;Paiement électronique;Validé;Podor;2024-08-31 10:30:00;180000.0;Normal
519;85159.0;TR8/0047;Paiement en ligne;Validé;Matam;2024-08-30 17:15:00;25000.0;Normal
534;85453.0;TR102/08-30-24;Paiement en ligne;Validé;Ziguinchor;2024-08-30 16:30:00;200000.0;Normal
545;85455.0;TR108/00144;Paiement électronique;Validé;Tambacounda;2024-08-30 16:15:00;1000000.0;Fraude
510;85051.0;TR3/0070;Paiement en ligne;En attente;Kolda;2024-08-30 16:00:00;180000.0;Normal
522;85251.0;TR9/00140;Paiement électronique;Validé;Tivaouane;2024-08-30 16:00:00;450000.0;Normal
51234;859999.0;TR1GHJK8;Paiement électronique;Validé;Rufisque;2024-08-30 16:00:00;12000.0;Suspect
535;85355.0;TR103/0046;ATM;Validé;Saint Louis;2024-08-30 15:45:00;2000.0;Normal
1001;851100.0;TR201/00039;Paiement électronique;En attente;Tambacounda;2024-08-30 15:00:00;7000000.0;Fraude
52369;8542198.0;TR2CDFG1;ATM;Validé;Kaffrine;2024-08-30 15:00:00;8000.0;Normal
1020;851002.0;TR207/000042;ATM;Echoué;Tambacounda;2024-08-30 14:15:00;11000.0;Suspect
530;85053.0;TR111/0113;ATM;Validé;Kolda;2024-08-30 14:15:00;9000.0;Normal
50321;85458321.0;TR8STUV5;ATM;Validé;Thiès;2024-08-30 14:00:00;25000.0;Suspect
50785;850578.0;TR5PQRS9;Paiement électronique;Validé;Tambacounda;2024-08-30 13:00:00;10000.0;Normal
1042;852104.0;TR219/112;Paiement en ligne;En attente;Tivaouane;2024-08-30 12:00:00;6300.0;Normal
1037;851307.0;TR217/137;ATM;Validé;Diourbel;2024-08-30 12:00:00;4300.0;Normal
526;85652.0;TR010/0043;Paiement électronique;Validé;Saint Louis;2024-08-30 11:50:00;13000000.0;Normal
1007;851700.0;TR204/00138;Paiement électronique;Validé;Kaolack;2024-08-30 11:30:00;38000.0;Normal
1018;858101.0;TR206/00072;Paiement électronique;Echoué;Bambey;2024-08-30 11:30:00;250000.0;Suspect
1038;851083.0;TR217/060;Paiement électronique;En attente;Ziguinchor;2024-08-30 11:15:00;840000.0;Normal
530;85053.0;TR111/0046;Paiement électronique;Validé;Kaffrine;2024-08-30 10:30:00;200000.0;Normal
522;85252.0;TR9/00139;ATM;En attente;Podor;2024-08-30 10:00:00;100000.0;Suspect
10240;8541010.0;TR209/00049;ATM;Echoué;Dakar;2024-08-30 10:00:00;1500.0;Suspect
531;85351.0;TR101/00063;Paiement électronique;En attente;Saint Louis;2024-08-30 09:45:00;8000.0;Normal
531;85351.0;TR101/00043;Paiement électronique;En attente;Kaolack;2024-08-30 09:45:00;7000.0;Normal
1022;851202.0;TR208/9445;ATM;Validé;Ziguinchor;2024-08-30 09:20:00;14000.0;Normal
1011;851101.0;TR204_1/21;ATM;Validé;Saint Louis;2024-08-30 09:00:00;9000.0;Normal
1032;851023.0;TR215/0137;ATM;Validé;Dakar;2024-08-30 08:15:00;38000.0;Normal
534;85453.0;TR102/08-29-24;Paiement électronique;Validé;Touba;2024-08-29 18:40:00;200000.0;Normal
527;85257.0;TR011/0120;ATM;Echoué;Saint Louis;2024-08-29 17:45:00;45000.0;Suspect
1004;851040.0;TR202/00034;Paiement électronique;En attente;Fatick;2024-08-29 17:38:00;900000.0;Suspect
546;85654.0;TR108/00140;ATM;Validé;Tambacounda;2024-08-29 17:00:00;90000.0;Normal
521;85251.0;TR9/00138;Paiement électronique;Validé;Dagana;2024-08-29 17:00:00;400000.0;Normal
547;85457.0;TR109/0070;Paiement en ligne;Validé;Saint Louis;2024-08-29 16:00:00;68000.0;Normal
548;85854.0;TR109/0079;Paiement en ligne;Validé;Saint Louis;2024-08-29 16:00:00;62000.0;Normal
1018;858101.0;TR206/00060;ATM;Echoué;Podor;2024-08-29 15:00:00;180000.0;Suspect
521;85252.0;TR9/00137;Paiement en ligne;Validé;Bounkiling;2024-08-29 15:00:00;150000.0;Normal
1008;851080.0;TR204/00126;Paiement électronique;Echoué;Kaolack;2024-08-29 14:15:00;45000.0;Suspect
530;85053.0;TR111/0125;Paiement électronique;Validé;Dakar;2024-08-29 14:00:00;250000.0;Normal
530;85053.0;TR111/0085;Paiement électronique;Validé;Louga;2024-08-29 13:30:00;350000.0;Normal
1003;851300.0;TR202/00070;Paiement électronique;Echoué;Saint Louis;2024-08-29 13:17:00;850000.0;Normal
513;85153.0;TR5/0059;Paiement électronique;Echoué;Oussouye;2024-08-29 12:40:00;50000.0;Normal
527;85257.0;TR011/0047;Paiement électronique;Validé;Tambacounda;2024-08-29 12:15:00;2800000.0;Normal
100300;85001030.0;TR214/00142;Paiement électronique;Validé;Tambacounda;2024-08-29 12:00:00;72000.0;Normal
529;85259.0;TR111/0109;ATM;Validé;Ziguinchor;2024-08-29 10:30:00;6000.0;Normal
10360;8501036.0;TR216/00169;Paiement électronique;Validé;Matam;2024-08-29 10:00:00;580000.0;Normal
1036;851036.0;TR216/0073;Paiement en ligne;Echoué;Dakar;2024-08-28 17:55:00;40000.0;Suspect
1007;851700.0;TR204/00114;Paiement électronique;Validé;Kaolack;2024-08-28 16:15:00;42000.0;Normal
545;85455.0;TR108/00136;Paiement en ligne;Validé;Tambacounda;2024-08-28 15:45:00;900000.0;Normal
1021;851101.0;TR207/000097;Paiement en ligne;Validé;Kolda;2024-08-28 15:30:00;170000.0;Suspect
1005;851500.0;TR203/0099;Paiement électronique;Validé;Kolda;2024-08-28 15:30:00;150000.0;Suspect
1031;851301.0;TR215/0055;Paiement électronique;En attente;Tivaouane;2024-08-28 13:45:00;70000.0;Suspect
521;85251.0;TR9/00136;ATM;Validé;Kédougou;2024-08-28 13:00:00;90000.0;Normal
534;85453.0;TR102/08-28-24;Paiement en ligne;Validé;Ziguinchor;2024-08-28 11:40:00;140000.0;Normal
100300;85001030.0;TR214/00061;Paiement électronique;Validé;Tambacounda;2024-08-28 11:00:00;95000.0;Normal
10390;8510390.0;TR218/0103;Paiement en ligne;Echoué;Diourbel;2024-08-28 10:30:00;140000.0;Fraude
1005;851500.0;TR203/0040;Paiement électronique;Validé;Louga;2024-08-28 10:00:00;250000.0;Suspect
10308;8501083.0;TR218/0102;ATM;En attente;Fatick;2024-08-28 09:15:00;13000.0;Normal
1033;851033.0;TR215/0157;Paiement électronique;Validé;Diourbel;2024-08-28 09:15:00;130000.0;Normal
522;85251.0;TR9/00135;Paiement électronique;Validé;Goudiry;2024-08-28 09:00:00;250000.0;Normal
509;85590.0;TR3/0069;ATM;Validé;Kédougou;2024-08-28 08:45:00;45000.0;Normal
10037;8513007.0;TR218/0101;Paiement électronique;Validé;Kaolack;2024-08-28 08:00:00;19000.0;Normal
547;85457.0;TR109/0172;Paiement en ligne;Validé;Saint Louis;2024-08-27 17:45:00;68000.0;Normal
1008;851080.0;TR204/00102;Paiement électronique;Echoué;Kaolack;2024-08-27 17:30:00;35000.0;Suspect
546;85654.0;TR108/00132;ATM;Validé;Tambacounda;2024-08-27 17:15:00;80000.0;Normal
10220;8512020.0;TR209/00041;ATM;Validé;Kaolack;2024-08-27 16:30:00;12000.0;Suspect
549;85459.0;TR110/00117;Paiement en ligne;En attente;Podor;2024-08-27 15:30:00;45000.0;Suspect
10360;8501036.0;TR216/00168;Paiement en ligne;En attente;Diourbel;2024-08-27 15:30:00;290000.0;Suspect
529;85259.0;TR111/0079;Paiement électronique;Validé;Dakar;2024-08-27 15:00:00;150000.0;Normal
1042;852104.0;TR219/052;Paiement en ligne;Validé;Thiès;2024-08-27 14:30:00;2500.0;Normal
530;85053.0;TR111/0134;Paiement en ligne;Validé;Kaolack;2024-08-27 14:30:00;650000.0;Normal
521;85252.0;TR9/00134;Paiement en ligne;Validé;Sédhiou;2024-08-27 14:00:00;140000.0;Normal
547;85457.0;TR109/0086;Paiement électronique;Echoué;Tambacounda;2024-08-27 13:20:00;40000.0;Normal
548;85854.0;TR109/0095;Paiement électronique;Echoué;Tambacounda;2024-08-27 13:20:00;35000.0;Normal
530;85053.0;TR111/0104;ATM;Validé;Kolda;2024-08-27 12:15:00;10000.0;Normal
1016;851601.0;TR206/00064;Paiement en ligne;Echoué;Rufisque;2024-08-27 12:00:00;220000.0;Suspect
1009;851900.0;TR204/00050;Paiement électronique;Validé;Bignona;2024-08-27 10:30:00;280000.0;Normal
529;85259.0;TR111/0122;Paiement électronique;Validé;Saint Louis;2024-08-27 10:00:00;700000.0;Normal
522;85252.0;TR9/00133;ATM;Validé;Kaffrine;2024-08-27 10:00:00;80000.0;Normal
1039;851039.0;TR217/136;Paiement en ligne;Echoué;Kaolack;2024-08-27 09:30:00;67000.0;Normal
1031;851301.0;TR215/0131;ATM;Validé;Saint Louis;2024-08-27 09:30:00;42000.0;Normal
1037;851307.0;TR217/059;ATM;Validé;Saint Louis;2024-08-26 19:00:00;3100.0;Normal
521;85251.0;TR9/00132;Paiement électronique;En attente;Matam;2024-08-26 17:00:00;350000.0;Normal
548;85854.0;TR109/0061;Paiement en ligne;Validé;Saint Louis;2024-08-26 15:45:00;65000.0;Normal
547;85457.0;TR109/0052;Paiement en ligne;Validé;Saint Louis;2024-08-26 15:45:00;70000.0;Normal
549;85459.0;TR110/00077;Paiement en ligne;En attente;Podor;2024-08-26 15:30:00;35000.0;Suspect
545;85455.0;TR108/00128;Paiement en ligne;Validé;Tambacounda;2024-08-26 15:30:00;800000.0;Normal
530;85053.0;TR111/0141;ATM;Validé;Tambacounda;2024-08-26 15:00:00;15000.0;Normal
521;85252.0;TR9/00131;Paiement en ligne;Validé;Bambey;2024-08-26 15:00:00;120000.0;Normal
100290;85010092.0;TR214/00139;Paiement électronique;Validé;Kaolack;2024-08-26 14:45:00;88000.0;Normal
1035;851053.0;TR216/0177;ATM;Echoué;Dakar;2024-08-26 14:25:00;9000.0;Suspect
1009;851900.0;TR204/00106;Paiement en ligne;Validé;Kaolack;2024-08-26 14:00:00;105000.0;Normal
1007;851700.0;TR204/00090;Paiement électronique;Validé;Kaolack;2024-08-26 13:15:00;32000.0;Normal
1017;851071.0;TR206/00056;Paiement en ligne;Validé;Kolda;2024-08-26 12:45:00;110000.0;Normal
520;85052.0;TR8/0046;ATM;Validé;Kaolack;2024-08-26 11:00:00;4000.0;Normal
10270;8507102.0;TR211/00074;Paiement en ligne;Validé;Dakar;2024-08-26 11:00:00;100000.0;Normal
1035;851053.0;TR216/0069;ATM;Echoué;Dakar;2024-08-26 10:00:00;7000.0;Suspect
514;85451.0;TR5/0058;Paiement en ligne;Validé;Dahra;2024-08-26 08:55:00;250000.0;Normal
551;85551.0;TR200/454545;Paiement électronique;En attente;Saint Louis;2024-08-25 18:30:00;85000.0;Normal
546;85654.0;TR108/00124;ATM;Validé;Tambacounda;2024-08-25 16:45:00;70000.0;Normal
1006;851060.0;TR203/0090;Paiement électronique;Validé;Foundiougne;2024-08-25 16:30:00;300000.0;Normal
50987;85342111.0;TR5MNK3G;Paiement électronique;En attente;Kaolack;2024-08-25 15:30:00;80000.0;Suspect
549;85459.0;TR110/00037;Paiement en ligne;En attente;Podor;2024-08-25 15:30:00;25000.0;Suspect
1012;851021.0;TR204_1/20;Paiement en ligne;Validé;Thiès;2024-08-25 15:15:00;150000.0;Normal
1008;851080.0;TR204/00078;Paiement électronique;Echoué;Kaolack;2024-08-25 15:00:00;38000.0;Suspect
1032;851023.0;TR215/0152;ATM;Echoué;Kaolack;2024-08-25 14:45:00;23000.0;Suspect
510;85590.0;TR3/0068;Paiement électronique;Validé;Ziguinchor;2024-08-25 14:30:00;90000.0;Normal
534;85453.0;TR102/08-25-24;Paiement en ligne;Validé;Ziguinchor;2024-08-25 14:10:00;50000.0;Normal
100280;85001208.0;TR214/00055;Paiement électronique;Validé;Mbour;2024-08-25 14:00:00;65000.0;Normal
547;85457.0;TR109/0032;Paiement électronique;En attente;Kaolack;2024-08-25 13:50:00;40000.0;Suspect
548;85854.0;TR109/0044;Paiement électronique;En attente;Kaolack;2024-08-25 13:50:00;45000.0;Suspect
512;85251.0;TR4/0044;Paiement électronique;Validé;Ziguinchor;2024-08-25 13:15:00;10000.0;Suspect
52369;8542198.0;TR4MNBA7;Paiement en ligne;Validé;Sédhiou;2024-08-25 12:00:00;15000.0;Normal
50139;85893421.0;TR4XCB2M;Paiement en ligne;En attente;Kédougou;2024-08-25 11:15:00;20000.0;Normal
10230;8510320.0;TR209/00045;ATM;Validé;Ziguinchor;2024-08-25 11:15:00;4000.0;Suspect
521;85251.0;TR9/00130;ATM;Echoué;Louga;2024-08-25 11:00:00;70000.0;Suspect
50785;850578.0;TR2ABCD8;Paiement en ligne;En attente;Kolda;2024-08-25 11:00:00;4000.0;Normal
1024;854101.0;TR208/8323;Paiement électronique;Validé;Dakar;2024-08-25 11:00:00;700000.0;Normal
541;85451.0;TR106/0087;ATM;Echoué;Kaolack;2024-08-25 11:00:00;12450.0;Suspect
1002;851020.0;TR201/00058;ATM;Validé;Thiès;2024-08-25 11:00:00;14000.0;Normal
1019;851901.0;TR207/000041;Paiement électronique;Validé;Dakar;2024-08-25 10:50:00;110000.0;Normal
536;85653.0;TR103/0045;Paiement électronique;Echoué;Ziguinchor;2024-08-25 10:50:00;1000000.0;Suspect
541;85451.0;TR106/0090;ATM;Validé;Thiès;2024-08-25 10:45:00;20450.0;Normal
1006;851060.0;TR203/0053;ATM;Validé;Kaolack;2024-08-25 10:15:00;5000.0;Suspect
50321;85458321.0;TR3UVWX1;Paiement électronique;Validé;Dakar;2024-08-25 10:00:00;12000.0;Normal
51234;859999.0;TR9YZAB1;ATM;Echoué;Matam;2024-08-25 10:00:00;15000.0;Normal
1041;851041.0;TR219/111;Paiement électronique;Echoué;Hann;2024-08-25 10:00:00;11900.0;Fraude
530;85053.0;TR111/0060;Paiement en ligne;Validé;Matam;2024-08-25 10:00:00;500000.0;Normal
539;85359.0;TR105/0023;ATM;Validé;Ziguinchor;2024-08-25 10:00:00;5000.0;Suspect
1012;851021.0;TR204_1/75;ATM;Validé;Saint Louis;2024-08-25 09:45:00;27000.0;Normal
525;85255.0;TR010/0042;Paiement en ligne;Validé;Thiès;2024-08-25 09:25:00;300000.0;Normal
10360;8501036.0;TR216/00070;Paiement électronique;Validé;Matam;2024-08-25 09:15:00;280000.0;Normal
505;85305.0;TR0/004200;Paiement en ligne;Validé;Tambacounda;2024-08-25 09:15:00;1500000.0;Normal
10360;8501036.0;TR216/00167;ATM;Validé;Kaolack;2024-08-25 09:00:00;20000.0;Normal
541;85451.0;TR106/0078;ATM;Echoué;Kolda;2024-08-25 09:00:00;9750.0;Suspect
516;85651.0;TR6/43;ATM;Validé;Ziguinchor;2024-08-25 09:00:00;25000.0;Normal
522;85251.0;TR9/00129;Paiement électronique;Validé;Fatick;2024-08-25 09:00:00;220000.0;Normal
500;85500.0;TR0/00043;ATM;Validé;Tambacounda;2024-08-25 08:45:00;3000000.0;Normal
10260;8510062.0;TR211/00070;Paiement électronique;Validé;Dakar;2024-08-24 21:00:00;200000.0;Normal
529;85259.0;TR111/0132;Paiement en ligne;Validé;Thiès;2024-08-24 17:15:00;600000.0;Normal
545;85455.0;TR108/00120;Paiement électronique;Validé;Tambacounda;2024-08-24 16:30:00;750000.0;Normal
529;85259.0;TR111/0099;ATM;Validé;Ziguinchor;2024-08-24 14:15:00;7000.0;Normal
521;85252.0;TR9/00128;Paiement en ligne;Validé;Kaolack;2024-08-24 13:00:00;100000.0;Normal
1033;851033.0;TR215/0052;Paiement en ligne;En attente;Dakar;2024-08-24 12:15:00;80000.0;Suspect
1033;851033.0;TR215/0125;ATM;Validé;Diourbel;2024-08-24 12:00:00;38000.0;Normal
1007;851700.0;TR204/00066;Paiement électronique;Validé;Kaolack;2024-08-24 11:45:00;45000.0;Normal
522;85252.0;TR9/00127;ATM;Validé;Diourbel;2024-08-24 08:00:00;60000.0;Normal
10390;8510390.0;TR218/0100;Paiement en ligne;Validé;Kolda;2024-08-23 23:45:00;41000.0;Normal
10308;8501083.0;TR218/0099;Paiement électronique;Echoué;Ziguinchor;2024-08-23 22:30:00;100000.0;Fraude
10037;8513007.0;TR218/0098;ATM;En attente;Tambacounda;2024-08-23 21:15:00;6000.0;Normal
1038;851083.0;TR217/135;Paiement électronique;En attente;Ziguinchor;2024-08-23 17:45:00;890000.0;Normal
530;85053.0;TR111/0119;Paiement électronique;Validé;Dakar;2024-08-23 17:00:00;300000.0;Normal
546;85654.0;TR108/00116;ATM;Validé;Tambacounda;2024-08-23 16:45:00;60000.0;Normal
1023;851032.0;TR208/7201;Paiement en ligne;Validé;Tivaouane;2024-08-23 16:40:00;20000.0;Normal
1039;851039.0;TR217/058;Paiement en ligne;Echoué;Thiès;2024-08-23 15:45:00;61000.0;Normal
10360;8501036.0;TR216/00069;Paiement en ligne;En attente;Diourbel;2024-08-23 15:30:00;100000.0;Suspect
530;85053.0;TR111/0016;ATM;Validé;Kédougou;2024-08-23 15:15:00;5000.0;Normal
513;85153.0;TR5/0057;ATM;Validé;Linguère;2024-08-23 15:15:00;100000.0;Normal
521;85252.0;TR9/00126;Paiement électronique;Validé;Kolda;2024-08-23 14:00:00;300000.0;Normal
1041;851041.0;TR219/051;ATM;En attente;Dakar;2024-08-23 12:15:00;4000.0;Normal
509;85051.0;TR3/0067;Paiement en ligne;Validé;Diourbel;2024-08-23 12:15:00;200000.0;Normal
529;85259.0;TR111/0053;ATM;Validé;Dakar;2024-08-23 11:15:00;3000.0;Normal
521;85251.0;TR9/00125;Paiement en ligne;Validé;Ziguinchor;2024-08-23 10:00:00;80000.0;Normal
1008;851080.0;TR204/00054;Paiement électronique;Echoué;Kaolack;2024-08-23 09:50:00;42000.0;Suspect
529;85259.0;TR111/0139;ATM;Validé;Dakar;2024-08-23 09:15:00;12000.0;Normal
100280;85001208.0;TR214/00136;Paiement électronique;Validé;Mbour;2024-08-23 09:15:00;55000.0;Normal
1020;851002.0;TR207/000096;ATM;Validé;Tambacounda;2024-08-23 08:45:00;20000.0;Suspect
1003;851300.0;TR202/00069;Paiement en ligne;En attente;Ziguinchor;2024-08-22 18:53:00;240000.0;Normal
1010;851001.0;TR204/00049;Paiement en ligne;Validé;Rufisque;2024-08-22 17:15:00;95000.0;Normal
522;85251.0;TR9/00124;ATM;Echoué;Saint Louis;2024-08-22 17:00:00;50000.0;Suspect
50987;85342111.0;TR7QWV3I;Paiement en ligne;Validé;Mbour;2024-08-22 17:00:00;10000.0;Normal
545;85455.0;TR108/00112;Paiement électronique;Validé;Tambacounda;2024-08-22 16:15:00;550000.0;Normal
1007;851700.0;TR204/00042;Paiement électronique;Validé;Kaolack;2024-08-22 15:45:00;35000.0;Normal
533;85353.0;TR102/08-22-24;Paiement en ligne;Validé;Thiès;2024-08-22 15:10:00;130000.0;Normal
10350;8501053.0;TR216/00166;Paiement électronique;Validé;Kolda;2024-08-22 15:00:00;420000.0;Normal
1034;851304.0;TR216/0065;Paiement électronique;Echoué;Dakar;2024-08-22 13:30:00;90000.0;Suspect
1034;851304.0;TR216/0173;Paiement électronique;Echoué;Dakar;2024-08-22 12:45:00;90000.0;Suspect
530;85053.0;TR111/0073;Paiement électronique;Validé;Louga;2024-08-22 12:30:00;400000.0;Normal
550;85055.0;TR110/00119;Paiement en ligne;Echoué;Louga;2024-08-22 11:00:00;12000.0;Suspect
1004;851040.0;TR202/00033;Paiement en ligne;Validé;Louga;2024-08-22 10:53:00;140000.0;Normal
1006;851060.0;TR203/0072;ATM;Validé;Thiès;2024-08-22 10:30:00;5000.0;Normal
1017;851071.0;TR206/00068;ATM;Echoué;Pikine;2024-08-22 10:15:00;150000.0;Suspect
1031;851301.0;TR215/0147;Paiement en ligne;Validé;Saint Louis;2024-08-22 09:45:00;85000.0;Normal
10250;8512005.0;TR211/00066;ATM;Validé;Dakar;2024-08-22 09:20:00;3000.0;Normal
50462;850578.0;TR9PQR7S;ATM;Validé;Diourbel;2024-08-22 09:00:00;10000.0;Normal
543;85453.0;TR107/0063;Paiement en ligne;Validé;Ziguinchor;2024-08-22 09:00:00;50000.0;Normal
521;85252.0;TR9/00123;Paiement électronique;En attente;Tambacounda;2024-08-22 09:00:00;250000.0;Normal
1033;851033.0;TR215/0168;Paiement en ligne;En attente;Kaolack;2024-08-21 18:00:00;100000.0;Suspect
546;85654.0;TR108/00108;ATM;Validé;Tambacounda;2024-08-21 17:00:00;100000.0;Normal
522;85252.0;TR9/00122;Paiement en ligne;Validé;Thiès;2024-08-21 15:00:00;40000.0;Normal
519;85159.0;TR8/0045;Paiement électronique;En attente;Ziguinchor;2024-08-21 14:30:00;1100000.0;Fraude
1016;851601.0;TR206/00052;ATM;Echoué;Ziguinchor;2024-08-21 13:15:00;250000.0;Suspect
1022;851202.0;TR208/6089;ATM;Validé;Gossas;2024-08-21 13:05:00;17000.0;Normal
547;85457.0;TR109/0121;Paiement en ligne;En attente;Kaolack;2024-08-21 11:50:00;65000.0;Suspect
548;85854.0;TR109/0130;Paiement en ligne;En attente;Kaolack;2024-08-21 11:50:00;60000.0;Suspect
1010;851001.0;TR204/00105;ATM;Validé;Diourbel;2024-08-21 11:30:00;3500.0;Normal
550;85055.0;TR110/00079;Paiement en ligne;Echoué;Louga;2024-08-21 11:00:00;10000.0;Suspect
521;85251.0;TR9/00121;ATM;Validé;Dakar;2024-08-21 11:00:00;20000.0;Normal
534;85453.0;TR102/08-21-24;Paiement électronique;Validé;Saint Louis;2024-08-21 10:00:00;100000.0;Normal
529;85259.0;TR111/0067;Paiement électronique;Validé;Dakar;2024-08-21 10:00:00;250000.0;Normal
527;85257.0;TR011/0119;Paiement électronique;Validé;Tambacounda;2024-08-21 09:15:00;6000000.0;Normal
1032;851023.0;TR215/0119;ATM;Validé;Tivaouane;2024-08-21 08:45:00;35000.0;Normal
533;85353.0;TR102/08-20-24;Paiement en ligne;Echoué;Thiès;2024-08-20 23:10:00;300000.0;Suspect
551;85551.0;TR200/181818;Paiement électronique;Validé;Saint Louis;2024-08-20 19:00:00;100000.0;Normal
1015;855101.0;TR205/00054;ATM;Validé;Kaolack;2024-08-20 18:00:00;6000.0;Normal
1013;851301.0;TR205/00035;Paiement en ligne;Validé;Dakar;2024-08-20 18:00:00;55000.0;Normal
1014;851041.0;TR205/00178;Paiement électronique;Validé;Saint Louis;2024-08-20 17:30:00;300000.0;Normal
511;85151.0;TR4/0043;Paiement en ligne;Validé;Saint Louis;2024-08-20 17:30:00;4000.0;Normal
501;85501.0;TR0/00042;Paiement en ligne;Echoué;Saint Louis;2024-08-20 17:15:00;2000000.0;Suspect
510;85051.0;TR3/0066;ATM;Validé;Kaolack;2024-08-20 17:00:00;60000.0;Normal
1005;851500.0;TR203/0039;Paiement en ligne;Validé;Cap Skirring;2024-08-20 17:00:00;90000.0;Fraude
522;85251.0;TR9/00120;Paiement électronique;Validé;Tivaouane;2024-08-20 17:00:00;400000.0;Normal
504;85405.0;TR0/004100;Paiement électronique;En attente;Saint Louis;2024-08-20 16:30:00;3000000.0;Suspect
1011;851101.0;TR204_1/74;Paiement en ligne;Validé;Thiès;2024-08-20 16:30:00;510000.0;Normal
10350;8501053.0;TR216/00165;Paiement en ligne;En attente;Kolda;2024-08-20 16:30:00;380000.0;Suspect
547;85457.0;TR109/0154;Paiement en ligne;Validé;Saint Louis;2024-08-20 16:20:00;60000.0;Normal
548;85854.0;TR109/0163;Paiement en ligne;Validé;Saint Louis;2024-08-20 16:20:00;55000.0;Normal
51234;859999.0;TR2GHJK5;Paiement électronique;Validé;Rufisque;2024-08-20 16:00:00;12000.0;Suspect
526;85652.0;TR010/0041;ATM;Validé;Dakar;2024-08-20 16:00:00;9000.0;Normal
100290;85010092.0;TR214/00058;Paiement électronique;Validé;Kaolack;2024-08-20 15:45:00;78000.0;Normal
545;85455.0;TR108/00104;Paiement en ligne;Validé;Tambacounda;2024-08-20 15:45:00;700000.0;Normal
529;85259.0;TR111/0116;Paiement électronique;Validé;Saint Louis;2024-08-20 15:45:00;200000.0;Normal
542;85254.0;TR106/0082;Paiement en ligne;Echoué;Thiès;2024-08-20 15:30:00;117500.0;Fraude
